HoursStudied,Attendance,ParentalInvolvement,AccessToResources,ExtracurricularActivities,SleepHours,PreviousScores,MotivationLevel,InternetAccess,TutoringSessions,FamilyIncome,TeacherQuality,SchoolType,PeerInfluence,PhysicalActivity,LearningDisabilities,ParentalEducationLevel,DistanceFromHome,Gender,ExamScore
24,71,0,0,1,7,81,0,1,0,-1,0,Private,1,3,0,1 School,1,Male,66
24,60,-1,0,0,6,62,1,1,4,-1,1,Public,-1,3,0,1 School,1,Female,63
20,81,0,0,1,5,60,-1,1,3,0,0,Public,1,4,1,1 School,1,Male,66
21,84,0,0,0,6,75,-1,0,1,1,0,Public,1,3,0,College,0,Male,67
28,99,0,0,1,6,61,0,0,1,-1,0,Public,1,3,0,1 School,1,Male,71
16,84,0,1,1,7,86,0,1,1,-1,0,Private,0,2,0,1 School,1,Female,67
23,79,0,1,1,6,97,0,1,1,1,-1,Public,0,4,0,1 School,0,Male,69
19,83,0,0,1,7,70,0,1,2,-1,0,Public,-1,4,1,Postgraduate,1,Female,67
19,97,1,0,1,6,66,1,1,2,0,0,Private,1,2,0,College,0,Female,72
27,93,1,-1,0,6,59,1,1,2,-1,0,Private,-1,4,0,1 School,1,Female,70
25,73,0,1,1,7,70,-1,1,0,-1,0,Private,0,4,0,Postgraduate,0,Male,67
25,69,-1,1,1,7,78,0,1,0,-1,1,Public,-1,3,0,1 School,-1,Female,64
28,71,0,0,0,8,69,1,1,1,0,1,Private,0,1,0,College,0,Female,67
20,80,-1,1,0,8,81,0,1,3,0,0,Private,-1,4,0,Postgraduate,1,Male,69
24,90,-1,-1,0,7,83,0,1,0,-1,0,Private,1,3,0,College,,Male,68
18,80,0,0,0,8,55,-1,1,2,-1,-1,Public,0,3,0,1 School,0,Male,63
22,63,0,1,1,7,85,0,1,4,1,1,Public,-1,3,0,College,1,Female,68
19,89,1,0,1,7,95,0,1,0,0,0,Public,1,3,0,1 School,1,Male,70
21,92,0,-1,1,8,51,-1,1,0,0,0,Public,0,2,0,College,0,Male,66
24,72,1,1,0,6,78,1,1,0,-1,1,Public,-1,6,0,1 School,1,Female,68
15,87,1,-1,1,4,80,1,1,0,-1,0,Private,1,3,0,College,1,Male,67
33,77,-1,1,1,5,85,0,1,0,-1,0,Private,0,5,0,1 School,-1,Female,69
14,96,0,-1,1,9,69,1,1,0,0,0,Private,-1,3,1,College,1,Female,66
13,94,0,0,1,7,91,-1,1,3,-1,0,Public,0,3,0,1 School,1,Male,68
27,81,0,0,1,7,77,0,1,2,0,-1,Public,0,2,1,Postgraduate,0,Female,69
25,88,0,0,1,7,70,-1,1,1,0,0,Private,1,3,0,Postgraduate,0,Male,70
24,95,0,1,1,8,86,1,1,1,0,1,Private,0,3,0,College,1,Male,74
24,80,0,1,1,7,96,1,1,0,-1,1,Public,1,0,0,College,0,Female,70
20,73,0,0,1,7,91,-1,1,1,0,1,Public,0,2,0,Postgraduate,0,Male,66
15,90,1,0,1,8,97,0,1,1,-1,1,Private,-1,3,0,College,1,Female,69
20,69,0,1,0,6,63,-1,1,0,-1,0,Public,-1,3,0,Postgraduate,1,Male,64
16,76,-1,1,1,8,56,0,0,1,-1,0,Public,1,1,0,1 School,1,Male,62
26,95,-1,1,0,7,77,0,1,0,0,0,Public,0,3,0,1 School,0,Female,70
19,89,1,0,1,7,52,0,1,2,0,0,Public,-1,4,0,1 School,0,Male,68
15,76,0,0,1,6,84,-1,1,0,0,1,Public,0,3,0,College,1,Female,65
18,69,1,1,0,7,62,-1,1,3,0,0,Public,1,3,0,1 School,0,Male,65
22,74,1,1,1,6,73,-1,1,3,1,1,Public,1,4,0,Postgraduate,0,Female,71
17,71,1,0,1,9,83,-1,1,2,0,0,Public,0,5,0,1 School,1,Male,66
15,67,0,0,0,4,74,0,1,0,-1,0,Public,-1,3,0,College,0,Male,61
21,90,-1,0,1,8,62,-1,1,2,0,1,Public,-1,5,1,1 School,1,Male,67
21,70,-1,1,1,4,94,0,1,0,-1,1,Private,0,2,0,College,-1,Male,65
17,78,0,1,0,8,88,0,1,0,-1,0,Public,-1,3,0,1 School,1,Female,65
17,75,0,1,1,6,80,0,0,1,-1,0,Private,1,5,0,1 School,0,Male,65
21,99,0,0,0,8,85,1,1,4,0,0,Public,1,4,0,1 School,0,Male,73
11,76,0,0,1,7,71,0,0,1,0,-1,Public,0,2,0,College,1,Male,62
12,63,0,1,1,5,69,-1,1,0,0,1,Public,-1,2,0,College,0,Female,60
16,64,-1,0,1,9,58,-1,1,1,0,0,Public,1,3,0,College,0,Female,61
19,84,-1,0,1,8,90,1,1,2,-1,0,Private,0,3,0,Postgraduate,-1,Male,67
22,84,1,0,0,8,69,0,0,3,0,1,Private,0,4,0,College,1,Male,70
29,77,-1,1,0,6,85,0,1,1,0,0,Public,1,1,0,College,1,Male,69
25,77,0,-1,1,8,65,1,0,0,0,0,Public,1,5,0,College,-1,Female,66
19,62,0,0,0,5,90,-1,1,2,-1,1,Public,1,3,0,College,0,Male,64
20,81,1,0,1,4,55,0,1,1,1,0,Private,1,2,0,Postgraduate,0,Male,68
14,80,1,0,1,5,81,0,1,1,-1,0,Public,1,4,0,Postgraduate,-1,Female,67
20,66,0,0,0,6,90,1,1,0,0,0,Public,0,1,0,College,1,Female,64
18,64,0,0,1,6,83,1,1,2,-1,0,Public,1,2,0,College,1,Male,65
22,65,-1,1,1,6,85,0,1,2,1,0,Public,1,3,1,Postgraduate,1,Female,66
15,64,0,0,1,6,76,1,1,2,0,0,Private,1,4,1,1 School,,Female,63
23,84,1,0,1,6,78,-1,1,2,-1,-1,Public,-1,2,0,1 School,0,Female,68
29,68,0,1,1,4,53,0,1,1,0,0,Private,-1,4,0,1 School,-1,Male,66
19,70,0,0,0,7,63,-1,0,3,-1,-1,Public,0,5,0,1 School,1,Male,63
22,67,-1,0,0,7,86,-1,1,1,-1,0,Public,1,3,0,1 School,0,Female,63
24,98,1,0,1,6,97,0,1,1,0,0,Public,1,4,0,College,-1,Male,74
18,94,0,1,1,9,77,-1,1,1,0,1,Public,1,2,0,College,0,Male,70
21,69,1,1,1,7,86,0,1,2,-1,0,Private,0,3,0,1 School,1,Male,68
20,73,0,0,1,7,84,0,1,0,0,0,Public,0,4,0,Postgraduate,0,Female,66
21,68,0,-1,0,8,100,-1,1,0,0,0,Public,1,4,0,1 School,-1,Male,63
15,80,-1,1,0,5,90,0,1,4,-1,0,Public,1,3,0,College,-1,Female,67
20,61,0,0,0,7,81,0,1,1,0,-1,Public,0,3,0,1 School,0,Male,62
23,87,1,1,0,8,56,0,1,1,0,1,Public,1,3,0,Postgraduate,0,Male,71
29,81,1,0,0,7,68,0,1,2,0,0,Public,0,4,0,Postgraduate,1,Male,72
26,96,0,0,1,5,63,0,0,1,1,0,Private,1,2,0,Postgraduate,1,Male,72
33,67,0,0,1,6,93,1,1,0,-1,1,Public,0,3,0,1 School,-1,Female,68
15,92,0,-1,1,7,72,-1,1,1,0,0,Public,-1,5,0,1 School,1,Female,66
25,92,0,0,0,4,77,0,1,0,-1,0,Public,1,3,0,1 School,1,Male,70
21,65,0,-1,1,5,98,1,0,2,-1,0,Private,1,4,0,Postgraduate,1,Male,66
33,76,0,0,1,10,92,-1,1,1,1,0,Private,1,3,0,Postgraduate,1,Female,72
15,67,1,0,1,8,89,-1,1,0,1,1,Public,0,4,0,1 School,0,Female,64
15,70,1,0,0,9,57,0,1,1,0,0,Private,-1,3,0,1 School,,Female,63
16,71,0,0,0,8,51,0,1,0,-1,0,Public,-1,2,0,Postgraduate,-1,Female,61
7,82,1,1,1,8,56,0,1,0,-1,0,Private,-1,2,0,1 School,-1,Male,62
17,76,0,1,0,7,87,1,1,1,0,1,Public,1,4,0,1 School,1,Female,68
15,98,-1,0,1,8,71,-1,1,1,0,0,Public,1,3,0,1 School,1,Male,68
21,65,-1,0,0,9,56,1,1,1,0,0,Public,1,5,0,1 School,0,Male,63
22,99,0,-1,1,8,87,-1,1,1,0,0,Private,0,4,0,1 School,0,Female,70
31,69,1,-1,1,7,60,0,1,1,-1,0,Public,0,3,0,Postgraduate,1,Female,68
26,91,1,0,1,7,79,0,1,1,-1,0,Private,0,5,0,1 School,1,Female,72
17,74,0,0,1,8,87,0,1,4,-1,-1,Public,1,3,0,College,1,Male,67
15,66,-1,1,0,6,80,0,0,1,-1,0,Private,0,1,0,College,1,Male,61
23,94,-1,0,0,8,100,0,0,0,-1,0,Public,0,3,0,Postgraduate,1,Male,69
12,72,0,-1,1,6,72,1,1,2,-1,1,Private,-1,2,0,1 School,0,Female,61
31,86,1,1,1,6,66,0,1,3,0,0,Public,1,3,0,College,0,Male,75
27,83,1,-1,0,5,60,0,1,0,1,-1,Public,0,2,0,College,0,Female,68
17,79,0,-1,1,6,75,-1,1,1,0,1,Public,0,4,0,1 School,1,Male,65
10,80,1,0,1,6,93,1,1,4,0,,Public,-1,3,0,College,0,Female,67
28,89,0,1,1,10,97,1,1,3,0,-1,Public,-1,6,0,1 School,1,Female,75
19,64,-1,0,0,6,99,0,1,1,0,0,Public,1,3,0,College,1,Male,64
27,87,0,0,0,8,77,0,1,1,-1,1,Public,0,4,0,1 School,0,Male,70
10,96,1,1,0,6,80,0,0,0,0,0,Public,0,4,0,1 School,0,Female,67
16,62,0,0,1,7,79,-1,1,2,0,0,Public,0,3,0,1 School,1,Male,63
20,66,1,1,0,7,73,0,1,1,0,0,Public,-1,4,0,College,,Female,65
20,89,0,0,1,4,58,0,1,1,0,0,Public,1,3,0,1 School,-1,Female,67
17,77,-1,1,1,5,53,0,1,2,1,0,Public,0,3,0,College,1,Male,86
24,76,-1,1,0,6,72,1,1,3,0,1,Public,0,3,1,1 School,0,Female,67
14,65,1,0,0,5,59,-1,1,1,1,0,Public,1,4,0,Postgraduate,-1,Male,63
19,80,0,0,0,7,94,0,1,0,0,-1,Public,0,3,0,College,0,Female,66
21,65,1,1,0,7,88,-1,1,2,-1,0,Private,0,1,0,,1,Male,65
23,79,0,0,0,5,81,0,1,1,0,0,Private,0,3,0,1 School,1,Female,67
24,91,0,0,0,7,52,-1,1,0,1,1,Public,0,4,0,College,1,Male,69
13,70,1,1,0,6,81,0,1,2,0,-1,Public,1,2,0,Postgraduate,1,Male,66
11,79,0,0,1,7,81,0,1,1,1,0,Public,0,2,0,1 School,0,Male,64
28,100,1,-1,1,6,72,0,1,1,-1,0,Public,-1,2,0,Postgraduate,1,Female,73
22,87,-1,0,0,8,83,-1,1,1,-1,0,Public,0,1,0,College,-1,Male,66
16,94,0,0,0,9,93,-1,1,1,-1,0,Public,-1,4,0,Postgraduate,1,Female,68
29,77,1,-1,1,8,88,-1,1,0,0,1,Public,1,4,0,College,0,Male,70
21,91,1,0,0,9,74,0,1,2,-1,-1,Private,-1,2,0,,1,Female,69
27,62,0,1,1,5,63,-1,1,4,1,0,Public,-1,4,0,1 School,1,Female,67
20,65,0,-1,0,6,74,-1,1,0,0,0,Private,1,3,0,College,0,Male,62
32,68,0,-1,0,8,97,1,1,1,-1,0,Public,1,2,0,1 School,1,Male,68
31,76,0,1,1,9,91,0,1,1,-1,0,Private,0,4,0,Postgraduate,1,Male,72
19,94,-1,0,0,8,51,0,1,3,0,-1,Private,1,5,0,Postgraduate,1,Male,69
26,74,-1,-1,0,5,89,-1,1,3,1,1,Private,-1,2,0,1 School,1,Male,66
24,86,1,1,0,6,59,0,1,1,-1,0,Public,1,3,0,1 School,0,Female,70
28,88,1,0,0,8,79,0,1,0,0,0,Public,1,3,0,1 School,-1,Male,71
14,83,0,0,1,7,90,0,1,0,-1,-1,Public,-1,3,0,College,1,Female,65
24,74,1,0,1,6,78,0,1,3,-1,1,Public,1,3,0,College,1,Female,70
26,83,-1,-1,0,7,70,1,0,2,0,1,Public,-1,4,1,1 School,0,Male,65
9,74,0,1,0,7,66,-1,1,1,1,1,Private,0,3,0,1 School,-1,Female,62
13,63,1,0,1,5,65,0,1,2,1,0,Private,0,2,0,1 School,-1,Male,62
8,100,1,0,1,8,92,0,1,1,0,1,Public,0,3,0,Postgraduate,0,Female,70
18,65,0,1,1,6,91,0,0,5,-1,0,Private,0,3,0,College,1,Male,66
24,63,1,-1,1,7,91,-1,1,4,-1,0,Private,1,4,0,1 School,1,Female,67
29,95,0,-1,0,9,64,0,1,1,0,1,Public,1,3,0,1 School,1,Female,72
20,72,1,-1,1,7,90,-1,1,0,-1,1,Private,-1,3,0,Postgraduate,1,Female,66
30,86,0,-1,1,8,52,0,1,2,0,0,Public,-1,2,1,College,0,Female,68
12,73,1,0,0,5,60,0,1,1,-1,0,Public,-1,4,0,1 School,0,Male,62
10,76,-1,0,1,8,76,0,1,2,1,1,Private,1,3,1,Postgraduate,0,Male,64
20,70,0,0,0,8,70,0,1,0,-1,0,Public,0,5,0,Postgraduate,1,Female,65
22,74,0,-1,1,6,56,-1,1,4,0,1,Public,-1,3,0,Postgraduate,0,Male,66
20,76,0,-1,0,7,52,0,1,2,-1,1,Private,0,3,0,1 School,1,Female,64
8,89,0,1,1,7,81,-1,1,4,-1,0,Public,0,3,0,College,1,Male,67
19,80,1,0,1,7,66,-1,1,4,0,0,Public,-1,4,0,College,1,Female,69
12,98,1,0,1,8,51,0,1,0,0,-1,Public,1,5,0,Postgraduate,0,Male,68
24,62,0,0,0,6,72,1,1,2,-1,-1,Public,0,4,0,1 School,1,Male,64
22,80,1,0,1,7,65,0,1,2,1,0,Private,0,2,0,1 School,0,Female,68
14,83,-1,-1,1,9,79,0,1,1,0,-1,Public,1,3,0,1 School,1,Male,64
17,97,0,1,0,9,96,1,1,0,1,0,Public,-1,1,0,Postgraduate,1,Male,71
14,62,1,1,1,8,65,-1,1,3,-1,0,Public,-1,2,0,1 School,-1,Male,61
20,83,-1,0,0,7,100,0,1,4,-1,0,Public,-1,3,0,College,1,Male,68
26,94,1,0,1,10,54,-1,1,2,1,0,Public,0,5,0,,1,Male,73
14,70,1,0,1,9,54,0,0,3,0,0,Public,1,1,0,College,1,Male,64
23,95,0,0,1,7,86,0,1,3,-1,0,Public,1,4,1,Postgraduate,-1,Male,72
17,61,0,0,1,7,87,1,1,5,0,0,Public,0,3,0,1 School,1,Male,65
15,89,0,0,1,6,71,0,1,1,0,1,Public,1,4,0,1 School,1,Female,68
19,97,1,-1,1,8,64,0,1,2,-1,1,Public,1,3,0,1 School,1,Male,71
14,86,0,-1,1,8,90,0,0,3,0,,Public,-1,3,1,Postgraduate,1,Male,65
17,78,0,0,0,8,98,-1,1,2,0,0,Private,1,2,0,1 School,1,Male,66
13,62,-1,1,0,7,99,0,1,4,0,-1,Public,1,1,0,Postgraduate,0,Female,63
32,97,0,1,0,5,82,0,1,1,0,0,Public,0,3,0,1 School,0,Male,74
20,79,1,-1,1,7,87,-1,0,2,0,1,Private,0,4,1,1 School,1,Female,66
16,61,0,-1,0,8,91,1,1,2,0,1,Public,0,3,0,College,0,Male,63
21,88,1,0,1,6,90,1,1,2,1,0,Private,0,4,0,1 School,0,Male,72
19,79,0,1,0,7,100,-1,1,1,1,1,Public,1,2,0,College,-1,Female,69
19,65,0,1,1,9,91,0,1,1,0,1,Public,1,4,0,College,1,Male,67
24,69,-1,1,0,5,83,-1,1,3,-1,0,Private,0,3,0,1 School,1,Male,66
25,63,1,0,0,7,69,0,1,0,-1,1,Private,-1,5,0,1 School,0,Female,64
17,83,-1,0,0,9,80,0,1,4,0,1,Public,-1,2,0,College,1,Female,67
17,85,0,-1,0,7,94,1,1,4,-1,0,Public,1,3,0,College,1,Female,69
18,80,0,-1,1,6,65,0,1,2,-1,1,Public,-1,2,0,College,,Female,65
6,93,0,0,0,7,52,1,1,0,0,0,Public,0,2,0,College,1,Female,64
11,94,0,-1,1,8,66,1,0,1,1,-1,Public,0,4,0,1 School,1,Female,65
28,85,0,1,1,7,98,0,1,2,-1,1,Private,1,1,1,1 School,1,Male,72
30,61,-1,1,1,8,90,0,1,2,-1,1,Public,-1,2,0,1 School,0,Female,66
19,88,0,-1,0,7,59,0,1,2,-1,0,Public,0,3,0,College,1,Female,66
23,77,1,1,1,7,51,0,1,1,-1,-1,Private,1,3,0,College,0,Male,67
22,83,0,0,1,8,83,1,1,1,1,0,Private,-1,3,1,Postgraduate,0,Male,69
38,86,-1,1,1,7,79,-1,1,3,-1,0,Public,-1,3,0,1 School,1,Male,73
27,74,0,1,0,6,54,0,1,3,0,0,Public,0,3,0,College,1,Female,69
19,97,0,-1,0,8,98,0,1,1,-1,0,Private,0,4,1,1 School,1,Male,68
14,65,-1,0,1,7,81,0,1,1,-1,0,Public,1,3,0,1 School,0,Female,61
10,87,0,-1,1,6,83,0,0,0,-1,0,Public,1,4,0,1 School,1,Male,63
21,60,0,1,1,8,93,-1,1,0,-1,0,Public,1,2,0,1 School,-1,Female,63
15,97,-1,0,1,9,67,0,1,1,-1,1,Public,0,2,0,College,1,Male,68
11,65,0,1,0,7,78,0,1,2,-1,0,Public,0,3,0,Postgraduate,1,Female,63
16,64,1,0,1,7,79,0,1,3,0,0,Private,1,4,1,Postgraduate,1,Female,66
14,73,1,0,1,5,98,0,1,2,-1,0,Public,-1,4,0,1 School,0,Female,65
30,75,1,1,0,7,57,1,1,0,-1,0,Public,0,1,1,College,1,Female,68
25,69,0,0,1,7,88,1,1,0,-1,0,Public,-1,4,0,College,1,Female,66
20,83,-1,-1,0,7,79,-1,0,2,0,0,Public,1,5,0,Postgraduate,0,Male,66
29,78,1,0,0,6,92,0,1,2,-1,0,Private,-1,4,0,1 School,1,Male,70
20,61,-1,-1,1,8,92,0,1,0,0,0,Public,-1,2,0,1 School,1,Female,61
15,73,0,-1,1,7,51,0,1,2,-1,1,Private,-1,3,0,1 School,0,Male,61
29,92,0,0,1,10,63,1,1,1,-1,1,Private,-1,4,0,1 School,0,Male,71
23,88,-1,0,1,7,59,0,1,1,0,0,Public,-1,2,0,1 School,1,Male,67
14,89,1,1,1,4,73,0,1,2,0,1,Public,-1,3,0,College,1,Male,70
19,88,1,0,0,5,95,0,1,2,-1,0,Private,-1,4,0,College,0,Male,69
15,72,1,1,0,8,50,0,1,2,0,0,Public,0,4,0,1 School,1,Female,65
12,64,1,-1,1,6,74,1,1,0,0,0,Public,1,2,0,1 School,0,Male,61
26,71,0,-1,0,6,94,-1,1,3,-1,0,Public,1,4,0,Postgraduate,1,Male,68
31,93,1,-1,1,5,96,0,1,2,-1,0,Public,1,2,0,1 School,1,Male,74
12,99,0,0,0,6,83,-1,1,1,0,0,Public,-1,3,0,1 School,1,Female,67
23,80,0,0,1,7,91,-1,1,5,1,0,Public,-1,1,0,1 School,1,Female,70
16,60,-1,0,1,8,66,-1,1,1,1,1,Private,0,2,1,1 School,0,Female,59
17,66,1,1,0,5,64,-1,1,0,0,1,Private,0,2,0,College,1,Male,64
16,73,1,0,1,8,52,0,1,2,0,1,Public,1,4,0,College,1,Female,66
15,83,-1,-1,1,5,75,0,1,1,0,0,Public,0,3,0,1 School,-1,Female,63
20,63,-1,-1,1,8,73,-1,1,0,1,0,Public,0,3,0,College,1,Female,61
15,98,-1,1,1,8,69,-1,1,2,-1,0,Public,0,4,0,1 School,0,Female,68
22,75,0,0,0,6,56,-1,1,3,0,0,Private,1,3,0,1 School,-1,Male,65
20,97,0,1,0,5,62,0,1,1,0,0,Private,0,4,0,1 School,-1,Male,69
19,91,1,-1,1,8,60,0,1,2,-1,0,Private,0,4,0,1 School,0,Male,68
15,90,0,-1,1,6,97,-1,1,2,1,1,Public,1,2,0,1 School,1,Male,69
17,84,0,-1,1,7,98,1,1,1,-1,1,Public,0,2,0,College,-1,Female,67
25,85,1,1,0,8,50,1,1,1,1,0,Public,0,1,0,College,0,Female,70
23,86,0,0,1,8,59,-1,1,1,-1,0,Public,0,3,0,Postgraduate,0,Female,68
14,85,0,0,0,6,94,-1,1,0,1,0,Public,1,4,0,College,1,Male,67
21,82,1,0,0,7,52,0,1,4,-1,0,Public,0,3,0,1 School,-1,Male,67
25,99,1,0,1,6,97,1,1,0,0,0,Public,1,3,0,College,0,Male,75
10,89,-1,-1,1,8,69,-1,1,3,-1,0,Public,-1,4,0,College,0,Male,63
23,91,-1,0,0,9,77,1,1,1,-1,0,Public,1,5,0,1 School,1,Male,70
16,95,0,-1,1,6,88,-1,1,2,1,1,Public,1,4,0,1 School,1,Female,70
23,69,0,1,1,7,62,0,1,1,0,0,Public,0,4,1,1 School,-1,Male,64
15,63,0,-1,0,8,55,-1,1,0,0,-1,Public,0,3,0,College,1,Female,59
9,79,0,-1,0,7,90,1,1,1,1,-1,Public,0,3,0,1 School,1,Male,63
10,81,1,0,1,8,99,0,0,2,0,0,Public,1,4,0,Postgraduate,0,Female,67
20,93,-1,1,1,7,83,0,1,0,0,0,Private,-1,2,1,1 School,1,Male,68
22,78,0,0,1,5,91,-1,1,0,0,1,Private,-1,3,0,Postgraduate,1,Male,68
15,83,0,0,0,7,97,0,1,2,-1,1,Private,0,2,0,1 School,1,Female,97
24,81,0,-1,0,9,61,0,1,1,-1,-1,Public,1,4,0,College,1,Female,66
10,62,0,-1,0,7,68,1,1,3,0,0,Public,0,3,0,Postgraduate,1,Male,61
20,85,1,0,0,9,61,1,1,2,1,0,Public,1,3,0,College,1,Male,70
13,93,-1,-1,1,4,53,1,1,1,0,-1,Public,1,1,0,Postgraduate,1,Male,65
16,66,-1,0,1,8,87,1,1,3,0,0,Public,1,2,0,1 School,0,Female,64
20,84,0,1,1,6,57,1,1,2,0,0,Public,1,4,0,1 School,-1,Female,69
15,84,0,1,0,6,55,-1,1,1,0,0,Private,-1,2,0,1 School,1,Male,64
18,67,-1,-1,1,9,68,-1,1,2,-1,1,Private,-1,2,0,Postgraduate,1,Male,61
26,65,-1,0,0,7,53,-1,1,3,1,0,Public,1,2,0,1 School,1,Female,64
17,99,0,1,0,6,59,0,1,0,0,0,Public,0,3,0,1 School,0,Male,68
25,76,0,1,0,8,53,1,1,1,1,1,Public,1,3,1,1 School,-1,Female,67
13,69,1,-1,0,4,94,0,1,3,-1,-1,Public,1,3,1,1 School,1,Male,62
23,67,0,0,1,9,89,0,1,2,-1,1,Public,0,2,0,1 School,1,Female,66
29,87,0,1,1,10,93,1,1,1,-1,0,Public,0,4,0,1 School,0,Male,72
5,84,0,0,1,8,93,1,1,4,1,1,Public,1,3,0,College,0,Male,68
15,86,0,1,1,8,97,0,1,4,1,0,Public,1,3,0,1 School,1,Male,71
23,64,0,0,1,7,59,1,1,3,0,0,Public,1,2,0,1 School,0,Female,65
19,96,0,-1,1,5,95,-1,0,2,0,-1,Private,0,3,0,1 School,0,Female,68
22,76,0,-1,0,9,76,0,1,2,-1,1,Public,0,5,0,1 School,-1,Female,65
16,73,1,-1,1,8,58,0,1,1,0,0,Public,0,4,0,1 School,1,Female,64
21,78,0,-1,0,8,83,0,1,2,0,0,Public,1,4,1,1 School,-1,Male,65
19,76,1,1,1,8,66,-1,1,0,-1,1,Private,-1,4,1,1 School,1,Male,65
27,95,1,0,0,7,52,1,1,3,0,1,Private,-1,3,0,College,0,Female,73
22,97,0,1,1,6,54,0,1,1,-1,1,Public,1,3,0,Postgraduate,1,Male,72
22,72,-1,0,1,10,71,0,1,1,0,0,Private,-1,1,0,College,1,Male,64
18,95,0,0,1,7,91,-1,1,0,-1,0,Public,1,4,1,Postgraduate,0,Male,69
17,91,0,0,0,6,66,1,1,1,1,0,Private,1,3,0,1 School,1,Male,69
17,97,0,1,1,9,88,0,0,0,0,0,Public,1,2,0,1 School,1,Male,70
22,70,-1,0,0,7,53,-1,1,1,-1,0,Public,1,3,0,1 School,1,Female,83
17,83,1,0,0,7,70,-1,1,3,-1,0,Private,0,5,0,Postgraduate,1,Female,68
22,71,-1,1,1,9,56,1,1,1,-1,1,Public,0,3,1,College,1,Female,84
32,93,0,0,1,8,93,1,1,1,0,1,Public,-1,3,0,Postgraduate,-1,Female,75
25,60,-1,1,0,8,98,0,1,1,0,0,Public,0,5,0,Postgraduate,1,Female,67
18,83,0,1,1,5,66,0,1,0,1,0,Private,1,4,0,Postgraduate,1,Male,69
27,74,1,0,0,8,99,1,0,3,0,0,Public,1,4,0,1 School,1,Male,71
18,73,0,-1,1,5,88,0,1,1,0,0,Public,1,5,0,College,1,Female,66
8,86,0,1,0,6,50,1,1,1,0,0,Public,1,2,0,College,1,Male,65
14,94,1,0,0,7,74,0,1,1,1,0,Private,1,5,0,College,1,Male,70
9,84,1,-1,0,7,92,1,1,1,-1,1,Public,-1,4,0,Postgraduate,1,Male,66
18,94,1,0,1,8,77,0,1,3,0,1,Public,1,4,0,Postgraduate,1,Male,74
20,71,1,0,0,8,77,0,1,0,1,,Private,0,4,0,1 School,0,Male,66
30,81,0,1,0,8,72,-1,1,0,-1,0,Public,0,2,0,1 School,0,Male,68
22,78,0,1,1,5,70,0,1,2,-1,0,Public,1,1,0,College,1,Male,68
19,60,0,1,0,10,51,0,1,0,0,0,Public,1,3,1,College,1,Female,62
25,82,0,1,1,7,81,0,1,2,0,0,Private,0,2,0,Postgraduate,0,Male,71
7,86,0,-1,0,9,88,0,1,2,-1,0,Public,-1,2,0,College,1,Female,63
21,84,1,1,0,4,90,0,1,2,0,-1,Public,0,3,0,1 School,-1,Male,69
25,89,0,0,1,7,81,1,1,3,0,0,Public,-1,0,0,College,1,Male,71
11,83,1,-1,1,5,67,0,1,1,0,0,Public,1,2,0,Postgraduate,1,Male,66
27,63,0,1,0,6,51,-1,1,0,-1,0,Public,1,2,0,Postgraduate,0,Male,64
22,65,0,0,1,7,95,-1,1,3,-1,0,Public,1,2,0,1 School,0,Female,65
18,84,0,1,0,6,71,0,1,4,0,-1,Public,1,2,0,1 School,1,Female,69
24,71,0,-1,0,9,80,0,1,2,0,1,Private,1,3,0,1 School,1,Female,66
34,63,0,1,1,10,60,-1,1,1,0,0,Public,-1,4,0,1 School,1,Female,67
21,77,0,-1,1,6,57,0,1,4,-1,0,Public,-1,5,0,1 School,-1,Male,65
21,82,-1,-1,1,6,54,1,1,3,-1,0,Public,-1,2,0,College,0,Male,65
17,73,1,0,0,5,90,1,1,1,-1,0,Private,1,4,0,1 School,1,Male,67
15,89,-1,0,1,9,82,-1,1,1,0,0,Public,0,3,0,College,1,Male,66
25,86,0,0,1,7,81,-1,1,1,1,-1,Public,1,1,0,1 School,1,Male,69
15,73,0,1,0,7,96,-1,1,1,-1,0,Public,-1,2,0,College,,Male,64
20,90,0,0,1,7,58,1,1,1,1,1,Private,0,4,0,1 School,1,Male,70
17,86,1,0,1,7,59,-1,1,3,-1,0,Public,1,3,0,Postgraduate,0,Male,68
23,85,1,-1,1,6,59,-1,1,1,0,0,Public,-1,1,0,,1,Male,68
22,82,1,0,1,7,71,-1,1,1,1,,Private,1,3,0,1 School,1,Female,69
26,60,0,0,1,7,94,1,1,3,1,0,Public,1,2,0,1 School,0,Female,68
17,88,0,0,1,8,94,0,1,5,0,0,Public,0,2,1,College,1,Female,70
18,75,1,0,1,5,80,0,1,2,-1,1,Public,0,3,0,1 School,1,Female,67
14,98,1,1,1,7,83,0,0,3,-1,0,Public,1,3,0,College,1,Male,72
17,93,1,-1,0,6,95,0,1,1,-1,0,Public,0,4,0,1 School,1,Male,69
22,84,1,0,0,7,81,0,1,1,0,-1,Private,1,3,0,1 School,0,Male,69
25,70,-1,0,1,8,61,-1,0,3,-1,0,Public,1,4,0,College,0,Female,64
14,68,-1,0,1,6,85,0,1,2,0,0,Public,0,3,0,1 School,1,Female,63
25,74,1,1,1,9,88,0,1,3,0,1,Public,0,3,1,1 School,1,Male,70
28,79,1,0,1,4,82,0,1,0,0,0,Private,1,3,0,1 School,1,Male,70
22,72,1,0,1,9,64,-1,1,1,0,0,Public,-1,2,0,College,1,Female,66
31,81,0,0,0,9,70,-1,1,1,-1,0,Public,0,4,0,Postgraduate,1,Female,70
